id	GSM5176138_Control	GSM5176139_Control	GSM5176140_Control	GSM5176141_Control	GSM5176142_Control	GSM1332201_Control	GSM1332202_Control	GSM1332203_Control	GSM1332204_Control	GSM1332205_Control	GSM1332206_Control	GSM1332207_Control	GSM1332208_Control	GSM1332209_Control	GSM1332210_Control	GSM1337304_Control	GSM1337305_Control	GSM1337306_Control	GSM1337307_Control	GSM1337308_Control	GSM1337309_Control	GSM1337310_Control	GSM1337311_Control	GSM1337312_Control	GSM1337313_Control	GSM5176143_Treat	GSM5176144_Treat	GSM5176145_Treat	GSM5176146_Treat	GSM5176147_Treat	GSM5176148_Treat	GSM1332211_Treat	GSM1332212_Treat	GSM1332213_Treat	GSM1332214_Treat	GSM1332215_Treat	GSM1332216_Treat	GSM1332217_Treat	GSM1332218_Treat	GSM1332219_Treat	GSM1332220_Treat	GSM1337327_Treat	GSM1337328_Treat	GSM1337329_Treat	GSM1337330_Treat	GSM1337331_Treat	GSM1337332_Treat	GSM1337333_Treat	GSM1337334_Treat	GSM1337335_Treat	GSM1337336_Treat	GSM1339633_Treat	GSM1339632_Treat	GSM1339631_Treat	GSM1339630_Treat	GSM1339629_Treat	GSM1339628_Treat
PRDX1	12.2440977	11.9639274	11.5208583	11.7006506	11.2166061	12.4435759	11.7269424	11.881401	12.0960544	11.697141	11.5303151	11.963767	11.525323	11.905434	12.3078191	11.1124616	11.9146043	11.3077269	12.1937012	11.503499	11.9975	12.1302673	11.9019915	12.0586001	12.2891484	12.5758781	12.0848824	12.3309534	12.3377048	12.4533647	12.2594048	11.7151609	12.4840077	10.5932809	12.423661	12.307819	12.5882378	12.259895	12.523544	12.423661	12.078102	12.2668858	12.3498568	11.886359	11.9643546	12.0068819	12.472423	12.3944598	12.2359165	12.1823226	12.2999845	12.13396	12.0110775	11.4365804	12.2825743	11.9891013	11.7100652
PRDX6	11.0476384	10.7341749	10.9503364	10.87736	10.8979844	11.2891559	11.363002	10.909768	11.1793728	10.321537	10.8949025	10.793216	10.350604	10.6859464	10.5502203	10.7742423	10.4666378	11.5180463	10.5962601	11.2481359	11.3585232	10.3591111	10.6039472	10.646007	10.728295	10.2887617	9.8751476	10.0296697	10.5057496	10.3975523	10.552152	10.3869737	10.5070585	11.1039589	10.618904	10.805549	10.4445171	10.521448	10.263832	10.4951121	10.4042234	10.4187585	10.3129048	10.7671731	10.8005345	11.0065778	10.6516489	10.9112932	10.0721261	10.219547	10.5766963	10.89489	10.4508391	10.6894393	10.6705813	10.6078783	10.609536
PRKAA1	6.735067	6.3356385	6.4885499	6.2147225	6.0617231	7.3549163	6.7387051	5.960938	6.7603296	6.832587	7.2164897	6.022778	6.162846	6.4855159	6.1154727	6.4369698	6.5701027	6.7707665	6.0667009	6.8562727	6.5768999	5.9534578	5.3979089	6.6280765	5.9445343	4.3260992	5.185322	6.0197578	5.8667536	6.4655723	6.5161335	5.4597283	5.6800947	7.051644	5.416696	5.783477	6.0484931	4.688727	5.777469	5.7231388	5.4671638	5.0382848	4.0580097	5.715042	5.8044502	5.8337614	6.4079881	5.4819515	5.4118354	5.9731838	6.141036	6.539682	6.1332049	6.3800175	6.0872452	5.9457089	6.0682881
PRKAA2	5.6667033	3.1525858	3.3861509	5.1180065	5.5887799	3.8640633	5.8980791	3.786122	6.2038203	5.640706	4.3232399	3.626446	3.99684	3.9848922	6.2027827	5.0928424	5.8599678	5.4215917	6.2166687	5.6102537	5.1910896	5.0170284	4.7600214	2.5617609	5.3473319	3.6207673	5.0657179	6.0534141	5.737514	3.3743724	5.6862535	3.0105808	3.2653441	5.5119138	5.984429	3.623631	6.2834012	5.64885	3.570964	4.9159345	6.1742444	6.0040938	4.993807	5.4605618	4.1261474	5.5956563	2.4953893	5.7139574	4.0677993	3.9512338	4.5323975	2.975042	3.9998342	5.1721959	5.0447837	5.9305713	5.8771641
PRKCA	6.1136322	6.5285857	6.7160369	7.0093949	6.8922802	5.5470005	6.2848086	6.187725	5.6557678	6.611867	7.103389	6.626387	6.62098	6.4857363	6.0135173	6.4703229	6.5776442	6.7030412	7.2461281	6.5920575	5.4022758	6.948061	6.1840745	6.358441	6.5933975	6.6263414	6.0988122	6.8452644	7.1360016	6.8222728	7.0993738	6.5221466	7.0935866	6.4435667	7.116622	6.959213	7.1333504	7.228119	7.198615	7.1308296	7.1758747	6.8009249	7.147718	6.686634	6.0378119	6.310329	7.0218149	5.3873951	7.0756203	7.5349774	6.6132346	6.613359	6.6973812	7.3559831	6.9784759	6.9144584	6.7974768
PRR5	7.6129978	7.9304162	8.0013417	8.349564	8.1868052	7.9060658	7.6615105	7.395132	7.6402434	7.604953	7.1376824	8.116209	8.23861	7.9653635	8.4129143	8.6357142	8.005736	7.9448145	7.9504285	8.0020389	8.0526601	8.0499735	8.0177264	7.471769	7.5030035	7.8043336	8.4151376	7.9147555	7.793461	8.0722134	7.7066452	8.2546433	7.6941631	7.9163221	8.005936	7.903424	7.9610318	8.148949	8.081232	8.1103626	8.2662978	7.7525939	7.3636104	7.656034	8.2863588	8.5720868	7.8845559	8.1937973	8.067594	8.0090603	7.6143228	7.686503	8.2716856	8.3124017	7.7146483	8.0662465	7.9075503
PTEN	8.7910799	8.4267854	8.7246812	8.367163	8.326743	8.8766075	9.4043184	9.15275	8.9208052	8.321236	8.9723924	8.266781	8.138729	8.5536662	8.8747172	8.5329759	7.9437186	9.7165935	8.8574811	8.5631542	9.4299451	8.3456483	8.0840616	7.9285476	8.0818355	7.5969361	7.9998828	7.9971224	8.3943183	8.2696044	8.2269457	8.2830475	8.4106474	8.2805837	8.552202	8.415872	8.3839671	7.631542	7.616913	7.9325237	7.8234322	7.7614505	7.9698608	8.1228893	8.6507836	8.4706475	7.9651029	8.5122725	7.6470988	8.4033993	7.841407	8.335683	8.7492144	8.2704945	7.8488259	8.0971121	8.1406608
PTGS2	6.93313	6.4678281	6.1126942	5.2035682	6.4165525	7.8437366	8.0496495	8.11172	8.4925978	8.751114	8.5017528	9.310628	10.995332	7.5207689	7.3696171	7.6996378	5.9326335	6.0011844	9.7006609	8.6450966	5.0066341	4.9074995	9.0792283	8.9655362	8.643935	9.9807871	6.3517584	5.7924967	7.067435	6.4928428	6.3122811	6.3929528	5.7146908	5.3992308	7.678906	5.798323	5.9788436	5.369843	4.859897	5.6996761	3.9454324	6.5637614	5.5967738	6.1228324	5.3098072	6.2780863	6.2640312	2.5098569	6.795909	5.7813761	4.9276815	5.604206	9.380319	5.9372553	5.2554399	6.1907779	6.6578031
PTPN18	8.7069781	9.5748515	8.7714948	9.0294054	8.7468685	8.570287	9.0032764	8.75141	8.7691849	8.157703	8.4859837	8.074249	8.551484	9.2726587	8.8117774	8.40857	9.0908253	8.3956098	8.1772545	8.2113709	8.9559392	9.05267	9.1206191	9.0178174	9.0257866	8.591902	8.9672248	9.0315867	8.7080229	8.687651	9.1239445	8.7643214	8.7894172	8.8000205	9.126899	8.900565	9.1527316	9.094222	9.19134	8.8728296	8.9595144	8.8179502	9.0869081	9.0702995	8.6364259	8.8795661	9.2018596	8.8759103	8.9569056	8.6576245	9.4929797	8.978611	8.65972	8.7817065	8.8715812	8.8353647	8.8939919
PTPN6	7.7822563	9.1074846	8.3112533	8.7602855	9.1450399	7.8882622	8.2789356	7.378742	8.038361	7.890646	8.0380038	7.687575	7.977836	8.2499228	8.3691006	8.0585748	8.6075626	7.0969521	8.8134541	7.8036908	8.4277723	8.983806	9.0764727	8.7033208	8.7981553	9.1098621	8.4914629	8.0169467	9.103018	8.3948948	8.6083109	8.8908116	8.7734616	8.8054934	8.468847	8.405009	9.0226195	8.774049	9.142692	8.8791081	8.5524129	8.7033208	8.6636322	8.5111666	8.9628045	7.9990806	8.8152172	8.3544745	8.9759527	8.2000865	9.3001564	8.091084	8.0081674	7.9345736	7.9908954	8.0256911	8.6010434
QSOX1	9.1406148	8.696111	8.8405072	9.3640024	9.3712151	8.9060739	9.2602954	9.034001	9.3664089	8.585203	7.8582885	8.655074	9.190213	9.1981024	9.1837022	8.8081727	9.1873471	8.6716777	8.754323	8.9469002	9.0346686	9.7483276	9.2855968	9.1690367	8.6095566	9.2049069	9.2562385	9.4558562	8.7153392	8.6467635	8.765033	9.286794	9.2322321	9.055206	9.130148	9.301107	9.0410639	9.067319	8.628075	9.0906796	9.284516	9.0030441	9.18636	9.2185971	8.7667098	8.6372455	9.2404882	8.1754592	8.8684037	9.3731617	9.3224867	8.593609	8.7924161	9.3320433	8.8948546	8.7871175	8.4712679
RARRES2	6.067585	6.1696866	8.7383956	7.5245178	8.8606477	6.502446	8.029095	7.286522	8.1666957	8.526584	6.7678466	9.103511	8.093283	8.1430439	7.448736	9.0485753	8.021241	10.5049867	4.68992	8.5222574	7.4270637	7.9657489	7.5529911	6.8454939	7.0730433	9.0440613	8.682755	8.6132508	7.8421689	9.1924138	9.008082	8.6122971	5.3924738	7.5539185	9.084698	7.562134	8.5160291	8.996819	7.13678	7.5502018	7.887123	7.8993322	6.7515529	7.5503953	9.2080478	10.4221924	7.1474908	8.8283948	7.1789134	8.1729378	7.5732124	7.29547	7.1121971	9.1268698	7.3922366	7.3081606	7.5117973
RB1	7.6470015	7.1501528	8.1364491	7.0970921	7.594135	8.3045905	7.3702279	6.874353	7.0922268	7.529853	8.0138131	7.091075	6.984051	7.6236477	6.9304758	7.7380743	8.2395526	8.1182579	7.6580232	8.4999449	7.3270355	6.8838698	7.2402752	7.3477981	6.6760195	7.2584633	7.3661003	7.6178132	7.9511436	8.0684034	7.4213461	7.0212915	7.7549164	8.7164007	6.905041	7.796619	7.4222228	7.799963	7.883658	7.8712304	7.0086095	7.7029979	7.8574058	7.1271067	6.8692418	7.095173	7.7642863	8.4476824	7.6200767	7.4093598	7.666294	7.658879	7.1722137	7.3947202	7.3722028	6.8078487	7.8860738
RBMS1	11.3125604	10.4571241	10.720843	10.6576948	10.5053341	10.9349634	11.0852581	10.94388	10.9187549	11.313956	11.2549119	11.369162	11.283532	10.9242171	11.1705139	11.1920611	11.1657406	10.5911247	11.3837086	11.4417516	10.8004122	10.9511423	11.0978476	11.0321164	11.1783102	11.186727	10.9218076	10.6906522	10.9272411	10.7784056	10.9178346	10.5561989	10.8698218	10.3659502	10.453695	10.76643	10.3540613	11.109703	10.891034	10.9534169	10.8420246	10.9342488	11.0048237	11.4710584	10.2607156	10.6746748	10.9938879	9.7619934	10.7930975	11.0294725	10.8765188	10.94362	11.1522374	10.4968898	11.0841834	11.0902357	10.9245356
RELA	9.952186	9.9810628	10.0624823	9.6654274	10.1456585	9.0857663	9.9527789	9.753451	9.7419112	10.372302	9.5704867	10.269157	10.339631	9.9942273	9.9994567	9.7919199	9.4896722	9.0137814	9.9198745	9.5784805	9.6156796	9.2561654	9.8656935	9.6156796	9.898354	9.8246243	9.5872173	9.3197345	9.3491241	9.1338185	9.1994998	9.1374631	9.3973938	9.1082942	9.301117	9.368506	9.5394344	9.600756	9.486946	9.5153027	9.8721592	9.4734856	9.6617843	9.6946148	9.356191	9.6711567	9.4457596	8.9813587	9.8859572	9.6546667	9.5694683	8.9507	9.4743225	9.6038865	9.6965669	9.7830237	9.2591736
RNF113A	9.2240701	8.915358	8.7812686	8.5666137	8.8724126	9.3408048	8.8263684	8.940008	8.4111694	8.620154	8.6169379	8.831571	8.795469	8.6424146	8.2827818	7.6485016	8.3227147	8.113185	7.498398	7.8879724	8.6065286	8.7118869	7.8393902	7.3950845	7.9667988	8.1315378	8.2801924	7.8180239	7.3495542	8.0294296	8.2996932	8.181563	8.0603059	8.9325496	8.565639	8.520636	8.4360142	8.083701	8.334732	8.1587867	7.6274071	8.4358606	8.2863879	8.7968436	9.3411861	9.1135479	8.6469127	9.2507999	8.4897388	8.3152839	7.8997286	8.200628	8.2950312	8.1199742	7.8795094	8.1007923	8.8537077
RRM2	7.2859245	5.968357	6.6042623	7.0067975	6.3916493	6.3150369	6.3585868	6.144365	6.5925461	5.993959	6.2943734	6.041537	6.76264	6.0897391	6.231307	7.0362625	7.1730052	5.5949288	5.4328621	6.0218447	5.4237844	7.0671079	5.9903541	6.3665018	8.0030964	7.4999821	7.9407566	7.9675265	5.9338337	6.7934435	7.6876339	6.8695649	7.2774893	6.8508169	7.296872	7.418543	6.3803609	7.106804	7.089084	7.148494	6.8097482	6.387829	7.6921513	6.6397952	6.8821534	5.6976403	7.6926564	6.4773063	7.2468714	6.7668176	6.8962753	6.034508	6.3233946	6.1211031	6.6988458	6.0408156	6.2125072
SAT1	12.1941434	11.8913858	12.1263655	12.1695579	12.2156514	12.2545352	12.6921837	11.957895	12.0465703	12.076524	12.3065926	11.807051	11.596877	12.0682673	12.1649922	12.4587149	11.8800512	11.5843276	12.4197476	12.3303464	12.3442219	12.0174616	11.9076647	12.0798148	11.9636196	12.3931068	11.3022523	11.2040771	11.4114893	11.2869263	11.2581186	11.4068409	11.5968772	11.4574739	10.942235	11.663663	11.3205951	11.47628	11.725393	10.8564675	11.6395871	11.4935502	11.5545755	11.4076239	11.7612729	11.105665	11.4283888	11.7787186	11.8800512	11.3473472	11.7437194	11.94944	11.9267972	10.674737	11.8411949	11.5077444	11.7389283
SCD	7.7486894	8.6151315	7.9604692	7.8872795	7.9702027	8.8413216	8.0519578	8.673223	9.686128	10.086679	6.4571111	9.176768	8.032145	7.6400176	10.7839794	6.3755868	7.3574208	10.7329311	6.9684518	10.0458639	8.415245	7.8934779	8.5517155	8.4292655	8.0523822	7.4789863	7.2274614	8.5273592	7.7199009	7.7858824	8.1423765	6.8630328	7.6229881	8.6585487	8.14339	7.651614	9.0242099	8.048048	8.175307	6.8294536	8.0811546	8.0847917	7.6254894	9.2117878	7.8678671	8.1206378	8.0375494	7.9655087	7.0747822	6.6369178	8.4177329	7.918896	7.1215368	6.8930808	8.8228846	8.0466273	7.7045607
SCP2	9.6077193	9.9592425	9.9640585	9.8856452	9.6037329	10.0043216	9.6698666	9.590777	9.856131	9.40585	10.2248787	9.726473	9.265146	10.1082364	9.862086	10.3218904	10.2303765	10.686373	9.342108	9.955518	9.7220052	9.9894308	9.7127048	9.6843747	9.8498587	9.9658595	9.9146889	10.2225172	10.4425851	10.3915734	10.4277189	9.9571893	10.3884579	10.2897398	10.257032	10.472088	10.4392348	10.427646	10.369619	10.1783697	10.154576	10.1779342	10.1429768	10.149353	10.2583211	10.3190912	10.1478874	10.6512377	10.3109086	10.2970337	9.983679	10.61608	10.2951672	9.969499	10.172098	10.2685434	10.0864803
SIAH2	8.2833573	8.4122191	8.1167482	8.4962019	8.5195681	8.360531	8.508577	8.898626	8.3538905	8.62991	7.7986101	8.982603	7.966612	8.837331	7.9367277	8.1905206	7.5370938	7.7335613	7.8538232	7.5860838	7.9260331	7.665678	7.3157219	7.284801	7.5915879	6.513144	7.3666942	7.8029891	8.0248648	7.7221911	7.3766732	6.8729798	7.0904147	7.729788	7.174892	6.651809	8.3814074	6.955675	7.335349	7.5867812	6.2146034	6.941115	7.9378488	7.8770665	8.3133798	8.0539418	7.6377959	7.8199147	7.9511203	8.3814411	7.6713972	7.554573	8.6294959	7.2950968	7.7092742	8.1270206	7.6853924
SIRT1	8.2765725	8.1213694	8.7767356	7.4992976	8.2118976	7.2332615	8.6023293	8.557052	7.6364355	8.882909	8.757091	7.738324	7.741653	8.3021806	8.2524323	7.9726468	8.6267769	8.9259354	8.006498	8.4360912	8.4512897	7.7688805	7.6599162	7.669122	7.6620462	7.9154232	7.2485508	8.0714119	8.0226606	8.3590835	8.1205892	7.9642881	7.9677647	7.5721867	7.840377	7.853875	8.0448004	8.080534	8.354391	7.89051	7.9878178	7.8966608	8.213209	7.4396077	8.1985819	8.5282149	7.5453223	7.793219	8.0333608	8.3105762	7.7547556	8.532311	8.148746	7.9476935	7.9370493	7.7759983	8.0920349
SIRT2	9.2066838	8.9787795	8.5941769	9.0838134	8.7053288	8.8451971	8.6252491	8.837054	8.5813448	9.168194	8.3943205	9.214113	9.10314	8.5160855	9.3758264	8.7672545	9.3559066	9.2524056	8.892461	8.5304516	8.6599801	8.8347022	9.0487787	9.0872984	9.2360574	9.0540889	9.6112937	8.864964	8.323151	8.8743597	9.1458959	9.2100506	8.6483697	8.8109273	8.855474	9.263728	8.4694713	8.606934	9.088055	9.1268942	9.4379981	9.1378523	8.8586352	8.650996	8.8189976	8.7070127	8.9812109	9.2592911	9.4497595	8.503053	9.0115485	8.979849	8.8768934	8.1788156	8.9303869	8.7976131	9.1707252
SIRT3	8.0432847	8.2877372	7.5708575	7.865066	7.9681458	7.6617215	7.8397977	8.086666	8.0316693	7.989427	7.758393	7.960025	8.251392	7.8900905	7.6965198	7.6254496	8.2378342	7.9665157	7.8063721	7.5870579	7.9003443	7.8707004	8.2035786	8.4640842	7.7909055	8.1909171	8.3128341	8.1863998	7.8078761	7.9961551	7.6384756	8.0482943	8.0435384	7.7270516	7.638322	8.067389	7.8166113	8.246715	8.187743	8.2031626	8.5711955	8.3005988	7.9688216	7.9404375	8.1095616	8.2397172	7.6651951	8.3118416	8.1537009	7.8798983	8.3605526	8.130444	8.0105566	7.9862138	7.9996326	8.0580562	7.7976084
SIRT6	7.6988495	8.0621274	7.6982738	8.3378475	7.8523724	8.1266167	7.1507422	7.221553	6.5960896	8.062992	7.1716281	8.299357	7.914459	8.0344146	8.2276652	7.2163648	7.7919989	7.4178587	8.8794287	7.7190715	8.4245381	7.8182025	7.8059016	7.7589139	7.9400916	7.9267789	6.5132897	8.3708721	7.2585888	8.2956286	7.5760829	7.922818	7.9359509	7.2048296	7.254212	7.283506	7.8225029	7.806775	8.263919	7.918539	8.4383076	8.3417112	7.8698316	7.4348804	7.7313408	7.7568574	7.5001674	8.1069148	7.6601894	7.3461917	8.2160024	7.867139	7.8168433	7.6050193	7.5159568	7.8171308	7.3610733
SLC11A2	7.7028309	7.7482733	7.8841689	8.0572095	7.4974399	8.2314144	7.8107689	7.859807	8.0284999	8.07626	7.5743828	8.33431	7.371215	7.5138878	7.5007629	7.6825784	8.1702478	7.90565	7.7918046	8.0382918	7.9202744	7.6190919	7.6122908	7.6923411	8.3988713	8.2290696	7.6585343	8.2789754	7.9158503	7.6963756	7.6639473	7.8480039	8.1036865	7.7184994	7.548193	8.106573	7.5569342	7.773196	8.157317	7.6464797	7.1754236	7.9159428	7.8934707	7.4689151	7.421818	7.3009393	8.3730433	7.6865942	8.2490648	7.388305	8.3058526	8.299349	8.2227319	7.935076	7.9459769	7.8103829	7.5869069
SLC16A1	7.712591	8.1073507	8.1036271	7.7815218	8.1880126	8.5509527	7.5528609	7.140857	8.4714566	8.263337	7.4263835	8.52055	8.846146	7.1211432	7.255125	7.5890044	7.7603664	7.4620138	9.3582337	8.8594628	7.4680672	7.7652736	7.805711	7.9173676	7.5678406	7.8557219	7.1128481	8.1248624	8.0129813	8.1316374	7.9760842	7.4940789	7.9888921	8.0320374	8.001421	7.956498	7.6594458	8.334636	8.225927	7.5179298	7.6160905	8.2215985	8.5825903	7.6905498	7.2085609	7.3773749	8.539161	6.9364315	8.3321953	8.4186893	8.11559	8.054362	7.655998	8.9044464	8.2643718	7.6674799	8.2425239
SLC1A5	8.1915585	8.5581325	7.557925	7.0760873	8.002077	8.1081466	8.3474642	8.062681	8.4835352	8.31941	7.8714751	8.776066	8.249866	8.4363126	8.2967658	8.0316865	8.0874406	8.5058293	9.1907	8.1108591	8.7037381	8.0692437	8.4585822	7.8817589	8.470929	7.6432804	8.3709065	8.167347	8.033807	7.9329557	7.778207	8.0221344	8.1960171	7.5457756	7.957303	6.808772	7.1010238	7.400686	7.570297	7.2941264	8.4129762	7.9464759	8.2708021	8.0833816	7.7429358	8.0033578	8.05093	7.7926966	6.9465506	7.4839597	7.4566316	7.731366	7.6206834	8.3151413	8.3337329	8.126613	8.1399303
SLC25A28	9.3304135	9.0910572	8.5486574	8.921972	9.1489007	8.219492	8.8499971	8.664736	8.7243669	9.271243	8.1501458	9.631347	9.105626	8.9147174	9.3765174	9.1620314	8.6575715	8.7913009	9.1737119	9.3518221	8.7414881	8.0141024	8.5230683	8.2117939	8.8062283	8.3111316	8.4701698	7.9888743	8.2067341	7.9136029	8.0824666	8.1562348	7.8375879	8.2124671	7.817634	8.382168	7.5051791	8.654177	8.416962	8.4183603	8.4472886	8.0916974	7.6143204	8.5565192	8.7522628	8.1181857	8.5145514	8.6361216	8.0196738	8.160611	8.1303392	7.944208	8.4619599	8.6530452	8.3748229	8.3783541	8.4488612
SLC38A1	9.2665866	8.4329837	7.7138112	7.4587564	7.6050743	7.8055409	8.8773268	8.090634	7.8692939	8.418524	7.9237607	8.364219	8.452299	7.5881321	8.1006015	7.5800504	7.760794	7.3367996	8.1183461	7.3575699	8.3882578	7.4963606	7.2617442	7.4033646	6.8918059	8.0376229	7.3444866	7.7278768	7.0274722	7.0227914	7.1521564	6.9722676	7.5749866	7.0358075	7.403475	6.972268	6.1674663	6.564915	6.613295	7.4401028	7.3153347	7.4958362	7.2985454	7.2559975	7.8714493	7.4169504	7.4683977	7.2128947	6.546944	7.4076117	7.5406031	6.983803	7.257764	8.3088072	6.795736	7.7201226	8.312106
SLC39A14	11.9201356	12.8263676	11.9395345	12.0677342	12.2232414	12.7476524	12.5381559	12.077585	12.8636837	12.716536	11.6523945	12.632345	12.363783	12.2226816	12.207646	11.0616813	12.1024491	11.71609	12.9168487	13.0275354	11.9856254	10.2260128	10.5934199	10.8212266	11.9715651	11.5495628	10.6149464	11.2421511	11.3577994	11.0474733	10.8341307	10.7065	10.9401507	10.1796038	10.86732	10.885625	11.2278471	12.017402	10.703709	10.5298617	10.3152826	11.8521794	11.8723186	11.1849226	10.2044119	10.2470991	12.1750463	9.6701565	11.5120156	10.8473724	11.7899316	11.89874	11.9605545	10.6207921	11.8186672	11.0890761	10.6718991
SLC39A7	7.9652408	8.348872	7.5242219	8.0543066	7.730347	7.8061642	7.9855606	8.690174	8.6340919	8.307552	7.9475588	8.57962	8.47281	7.7771704	8.4608274	8.0193921	8.9044866	8.0324275	8.3617554	8.5318315	8.541416	8.7027661	8.4880442	8.3705808	8.2559141	8.3556505	8.7653309	7.7121671	8.223559	8.5069491	8.5324864	7.8525493	7.7085189	8.8228967	8.108621	8.239328	7.6596188	8.004576	7.906297	8.0170333	8.323925	8.3394044	7.7689084	8.4208252	7.9493936	7.9641479	8.4866712	7.8104248	7.6004729	8.0071444	8.3567135	7.683989	8.0326308	8.6931416	8.220944	8.378347	8.5271673
SLC3A2	9.6784499	9.3643428	9.2344043	9.1436863	9.2152613	9.5503883	9.8024494	9.646171	9.6584327	9.057603	8.5587602	9.255943	9.110305	9.4442349	9.1113725	8.8472952	9.2609598	8.8251009	9.7443864	9.4266992	9.7945008	8.9276277	9.1080147	8.818342	9.3661631	8.97521	8.1096128	7.7908061	8.7139686	8.3253022	8.2972758	8.6238814	8.9155023	9.0977582	8.826801	8.761039	8.8206205	8.80937	8.431414	8.657014	8.9573294	8.3522182	8.3358086	8.9038958	8.5464761	8.4765233	8.930077	8.5586791	8.5622707	8.5147769	9.1379842	8.53157	8.5343332	9.0203048	9.1047984	8.4644448	9.2291298
SLC7A11	5.0945705	5.7732907	5.6062231	5.9286152	6.3810279	5.4668346	5.3977715	5.171342	6.1429361	6.145945	6.2048115	6.407157	6.095216	5.7435368	6.22562	5.8374207	5.791136	5.3922636	6.6695533	6.0727422	5.2885431	5.5393799	5.5430084	4.0455334	5.5897919	6.4225795	5.1934616	6.1003821	5.7959484	5.4929236	5.5714582	5.5766804	5.9693641	5.0132876	5.373258	5.389809	5.2561142	5.176017	5.47623	5.439153	5.5497326	5.8785565	5.9629371	5.4983557	5.3226306	5.5031533	5.8557266	5.4384974	5.9166148	5.7843948	5.2471962	5.574872	5.9813848	5.3221582	5.5972007	5.5216099	4.6292158
SMAD7	8.3927705	8.1093433	8.250035	8.7224709	9.0966572	8.726434	8.5852447	8.888393	8.5310922	9.761412	9.5328971	10.06804	10.138284	8.5694021	9.4420788	8.5606005	8.3712419	9.209204	9.659277	9.9136713	8.2144519	8.4474349	8.9166169	8.6913048	8.4915195	9.1765491	9.3268207	8.663696	8.7789752	8.9526898	8.4993729	8.5028487	8.6224313	8.8160561	8.380911	8.296205	8.4663055	8.445414	8.801538	8.7250056	8.4853466	9.2707947	9.2013091	8.7438142	8.4583582	7.9819874	8.6278748	8.2535915	9.2839205	9.2387532	8.6200997	8.922558	8.4720205	8.4643757	8.5245805	8.8828636	8.7030217
SMG9	7.9971917	8.0657532	7.7009061	7.6293946	7.54292	7.3334836	7.6928965	7.592637	7.3766185	7.45372	6.6446233	7.987927	7.992312	7.4211635	7.7119844	7.7703768	7.7598237	7.4720535	8.6610719	8.1580495	8.2193132	7.7595746	7.6249361	7.8363549	7.5204164	7.6365229	8.2116816	7.74915	7.0373047	7.4244391	7.1789195	7.5283101	8.0437454	8.0090851	6.634438	8.024938	7.8160504	7.830051	7.673311	7.7610084	7.844981	7.6661288	7.5717344	7.2834383	7.3547576	7.2603597	7.8523484	6.9673654	7.6039649	7.5063772	7.9479531	7.237502	7.5253438	7.2489694	8.4599097	7.9012613	7.211958
SMPD1	7.1192254	7.5906301	7.5340981	7.8541882	7.3484768	6.646721	7.4252126	7.035628	7.4254416	7.578252	6.8604416	7.255824	7.711785	7.9767374	7.4987475	7.1940212	7.4071534	6.8881673	6.7677099	7.3965483	7.4147202	7.669101	7.7885058	7.6139317	7.472719	7.3872442	7.8034932	7.6718634	6.8156871	6.7417303	7.4756481	6.6690835	7.5921254	7.3452694	7.5984	7.259083	7.1638511	7.691954	7.785696	7.5030644	7.5699392	7.7211982	7.7011676	7.9286834	7.7346374	7.2025699	7.6582956	7.4998731	7.283514	7.8370577	7.6318216	7.157303	7.2336752	7.7934749	7.5157384	7.6655589	7.6660426
SNCA	8.5241468	7.4817298	7.9072942	7.9151003	7.6487643	8.8577262	7.9752541	7.800296	7.9163198	7.316007	7.5822209	7.340007	6.749725	7.8154338	7.8115349	8.0073222	8.3143647	7.0894217	7.3093011	7.6503439	8.0827934	8.3191926	8.4201551	8.1183883	8.3514987	8.2154518	7.8938757	7.6603092	7.2645933	7.7480995	7.553489	7.6477809	8.0948847	8.4152714	7.813161	8.281497	8.186555	7.948989	7.843807	7.71093	7.8856647	7.5580357	7.9394637	8.5070287	8.1052214	7.8311724	8.2734168	8.1938261	8.2306066	7.623252	8.8713634	8.504248	7.8386105	7.1745137	8.4255959	7.756282	7.9895994
SNX4	8.062747	8.5185637	8.5213126	8.0611451	7.9587406	8.5928793	8.3300532	8.149331	8.2407605	8.662432	8.940023	7.890398	8.227573	8.669851	8.5088242	8.6290973	8.2951473	8.3508029	8.2215858	8.4954297	8.7115535	8.1398036	8.1393479	7.9874834	7.9957263	8.3043542	8.073788	8.526511	8.6508582	8.6832521	8.7614896	8.6434221	8.2410469	8.3747938	8.676843	8.24781	8.6418342	8.275222	8.505912	8.3185552	8.4230386	8.224239	8.4994744	8.0779499	8.4637014	8.6713372	8.4423246	8.5093546	8.7311347	8.7757486	7.9120225	8.538095	8.4548348	8.5862331	7.6578856	8.6167233	8.086783
SNX5	9.8399912	9.7968738	9.7236055	9.8585924	9.591768	9.4712357	9.6195888	9.682558	9.2616186	9.052314	9.1896082	9.311847	9.213908	9.3344161	9.2133178	9.9572464	9.6167261	9.8037124	9.2457528	9.2066424	9.5810787	9.6740902	9.8166762	9.6860378	9.8814268	9.4053201	9.2295885	9.8838296	9.591768	9.6042424	9.7329522	9.4321298	10.0158015	9.7393523	9.804309	10.065255	9.8304362	9.908891	9.99295	10.0727159	9.7737258	9.592577	9.6793249	9.80484	10.0709937	10.0780957	9.6881905	9.9183583	9.5810787	9.851753	9.9572464	10.23577	9.8101459	9.9765821	9.4279648	9.5558783	10.0373375
